location,date,total_cases,total_vaccinations
Bolivia,2021-06-07,387162.0,1878702.0
Bolivia,2021-06-09,392975.0,1940095.0
Bolivia,2021-06-12,405347.0,2065191.0
Bolivia,2021-06-13,406954.0,2069629.0
Bolivia,2021-06-15,411677.0,2117222.0
Bolivia,2021-06-17,417195.0,2151088.0
Bolivia,2021-06-18,417195.0,2181452.0
Bolivia,2021-06-21,422811.0,2231841.0
Bolivia,2021-06-28,435568.0,2450510.0
Bonaire Sint Eustatius and Saba,2021-04-09,0.0,7391.0
Bosnia and Herzegovina,2021-02-11,125123.0,0.0
Bosnia and Herzegovina,2021-04-09,181927.0,15000.0
Bosnia and Herzegovina,2021-04-27,196732.0,106464.0
Bosnia and Herzegovina,2021-05-18,202675.0,136965.0
Bosnia and Herzegovina,2021-05-25,203513.0,232706.0
Bosnia and Herzegovina,2021-06-13,204597.0,315780.0
Bosnia and Herzegovina,2021-06-25,204945.0,456521.0
Botswana,2021-03-25,38466.0,0.0
Botswana,2021-04-02,40878.0,12945.0
Botswana,2021-04-09,42674.0,17808.0
Botswana,2021-04-12,43444.0,25040.0
Botswana,2021-04-16,44075.0,36652.0
Botswana,2021-04-19,44702.0,41612.0
Botswana,2021-04-23,45855.0,47160.0
Botswana,2021-04-26,45855.0,48411.0
Botswana,2021-04-30,46934.0,49882.0
Botswana,2021-05-07,48417.0,53375.0
Botswana,2021-05-10,49041.0,56101.0
Botswana,2021-05-14,49656.0,71500.0
Botswana,2021-05-17,50800.0,88907.0
Botswana,2021-05-21,51620.0,120055.0
Botswana,2021-05-24,52865.0,132782.0
Botswana,2021-05-28,53771.0,142864.0
Botswana,2021-05-31,54973.0,146725.0
Botswana,2021-06-07,58095.0,150019.0
Botswana,2021-06-14,61457.0,174333.0
Botswana,2021-06-18,63247.0,200893.0
Botswana,2021-06-21,65808.0,219488.0
Brazil,2021-01-16,8455059.0,0.0
Brazil,2021-01-17,8488099.0,112.0
Brazil,2021-01-18,8511770.0,1109.0
Brazil,2021-01-19,8573864.0,11470.0
Brazil,2021-01-20,8638249.0,28543.0
Brazil,2021-01-21,8697368.0,136519.0
Brazil,2021-01-22,8753920.0,245877.0
Brazil,2021-01-23,8816254.0,537774.0
Brazil,2021-01-24,8844577.0,604722.0
Brazil,2021-01-25,8871393.0,700608.0
Brazil,2021-01-26,8933356.0,848883.0
Brazil,2021-01-27,8996876.0,1129885.0
Brazil,2021-01-28,9058687.0,1450900.0
Brazil,2021-01-29,9118513.0,1668032.0
Brazil,2021-01-30,9176975.0,2003211.0
Brazil,2021-01-31,9204731.0,2074059.0
Brazil,2021-02-01,9229322.0,2124307.0
Brazil,2021-02-02,9283418.0,2292551.0
Brazil,2021-02-03,9339420.0,2521704.0
Brazil,2021-02-04,9396293.0,3073057.0
Brazil,2021-02-05,9447165.0,3074906.0
Brazil,2021-02-06,9447165.0,3401383.0
Brazil,2021-02-07,9524640.0,3553681.0
Brazil,2021-02-08,9524640.0,3605538.0
Brazil,2021-02-09,9599565.0,3820207.0
Brazil,2021-02-10,9659167.0,4120332.0
Brazil,2021-02-11,9713909.0,4406835.0
Brazil,2021-02-12,9765455.0,4696136.0
Brazil,2021-02-13,9809754.0,5125206.0
Brazil,2021-02-14,9834513.0,5236943.0
Brazil,2021-02-15,9866710.0,5293979.0
Brazil,2021-02-16,9921981.0,5609937.0
Brazil,2021-02-17,9978747.0,5883539.0
Brazil,2021-02-18,10030626.0,6206680.0
Brazil,2021-02-19,10084208.0,6535156.0
Brazil,2021-02-20,10139148.0,6813168.0
Brazil,2021-02-21,10168174.0,6950802.0
Brazil,2021-02-22,10195160.0,7028356.0
Brazil,2021-02-23,10257875.0,7297061.0
Brazil,2021-02-24,10324463.0,7551676.0
Brazil,2021-02-25,10390461.0,7799000.0
Brazil,2021-02-26,10455630.0,8101787.0
Brazil,2021-02-27,10517232.0,8322042.0
Brazil,2021-02-28,10551259.0,8433568.0
Brazil,2021-03-01,10587001.0,8465403.0
Brazil,2021-03-02,10646926.0,8841027.0
Brazil,2021-03-03,10718630.0,9277322.0
Brazil,2021-03-04,10793732.0,9739676.0
Brazil,2021-03-05,10869227.0,10169160.0
Brazil,2021-03-10,11202305.0,10362487.0
Brazil,2021-03-11,11277717.0,10740859.0
Brazil,2021-03-12,11363380.0,11149530.0
Brazil,2021-03-13,11439558.0,11362190.0
Brazil,2021-03-14,11483370.0,11422666.0
Brazil,2021-03-15,11519609.0,11895560.0
Brazil,2021-03-17,11693838.0,12682290.0
Brazil,2021-03-18,11780820.0,13013331.0
Brazil,2021-03-19,11871390.0,13335728.0
Brazil,2021-03-20,11950459.0,13479165.0
Brazil,2021-03-21,11998233.0,13562176.0
Brazil,2021-03-22,12047526.0,14116560.0
Brazil,2021-03-23,12130019.0,15209201.0
Brazil,2021-03-24,12220011.0,15943964.0
Brazil,2021-03-25,12320169.0,16557071.0
Brazil,2021-03-26,12404414.0,17032868.0
Brazil,2021-03-27,12490362.0,17519083.0
Brazil,2021-03-28,12534688.0,17706983.0
Brazil,2021-03-29,12573615.0,18082153.0
Brazil,2021-03-30,12658109.0,18222559.0
Brazil,2021-03-31,12748747.0,19155981.0
Brazil,2021-04-02,12910082.0,20632877.0
Brazil,2021-04-03,12953597.0,20956770.0
Brazil,2021-04-04,12984956.0,21070128.0
Brazil,2021-04-05,13013601.0,21960953.0
Brazil,2021-04-06,13100580.0,22850791.0
Brazil,2021-04-07,13193205.0,24197996.0
Brazil,2021-04-08,13279857.0,24981199.0
Brazil,2021-04-09,13373174.0,25735314.0
Brazil,2021-04-10,13445006.0,26548845.0
Brazil,2021-04-11,13482023.0,26741261.0
Brazil,2021-04-12,13517808.0,27432994.0
Brazil,2021-04-13,13599994.0,30801723.0
Brazil,2021-04-14,13673507.0,31703967.0
Brazil,2021-04-18,13943071.0,32947066.0
Brazil,2021-04-19,13973695.0,33755229.0
Brazil,2021-04-20,14043076.0,33807132.0
Brazil,2021-04-21,14122795.0,34058640.0
Brazil,2021-04-22,14167973.0,35024957.0
Brazil,2021-04-23,14237078.0,37112833.0
Brazil,2021-04-24,14308215.0,37730651.0
Brazil,2021-04-25,14340787.0,38027113.0
Brazil,2021-04-26,14369423.0,38986878.0
Brazil,2021-04-27,14441563.0,40168799.0
Brazil,2021-04-28,14521289.0,41003659.0
Brazil,2021-04-29,14590678.0,41989957.0
Brazil,2021-04-30,14659011.0,42698862.0
Brazil,2021-05-01,14725975.0,43036179.0
Brazil,2021-05-02,14754910.0,43173356.0
Brazil,2021-05-03,14779529.0,43962159.0
Brazil,2021-05-04,14856888.0,45273825.0
Brazil,2021-05-05,14930183.0,46185689.0
Brazil,2021-05-06,15003563.0,46542392.0
Brazil,2021-05-07,15082449.0,46875460.0
Brazil,2021-05-10,15209990.0,47365348.0
Brazil,2021-05-11,15282705.0,48193472.0
Brazil,2021-05-12,15359397.0,49188608.0
Brazil,2021-05-13,15433989.0,50308106.0
Brazil,2021-05-14,15519525.0,52093242.0
Brazil,2021-05-15,15586534.0,52641583.0
Brazil,2021-05-16,15627243.0,52771668.0
Brazil,2021-05-17,15657391.0,53624328.0
Brazil,2021-05-18,15732836.0,54332240.0
Brazil,2021-05-19,15812055.0,55098913.0
Brazil,2021-05-20,15894094.0,55960152.0
Brazil,2021-05-25,16194209.0,63740557.0
Brazil,2021-05-26,16274695.0,64568609.0
Brazil,2021-05-27,16342162.0,65268576.0
Brazil,2021-05-28,16391930.0,66432341.0
Brazil,2021-05-29,16471600.0,66934363.0
Brazil,2021-05-30,16515120.0,67088046.0
Brazil,2021-05-31,16545554.0,67482730.0
Brazil,2021-06-01,16624480.0,68244216.0
Brazil,2021-06-02,16720081.0,68919860.0
Brazil,2021-06-03,16803472.0,70330300.0
Brazil,2021-06-04,16841408.0,70743531.0
Brazil,2021-06-05,16907425.0,71429257.0
Brazil,2021-06-06,16947062.0,71691137.0
Brazil,2021-06-09,17122877.0,74812794.0
Brazil,2021-06-10,17210969.0,75890097.0
Brazil,2021-06-11,17296118.0,76758587.0
Brazil,2021-06-13,17412766.0,78133938.0
Brazil,2021-06-14,17452612.0,78906225.0
Brazil,2021-06-15,17533221.0,80268207.0
Brazil,2021-06-16,17628588.0,81540602.0
Brazil,2021-06-17,17702630.0,84102155.0
Brazil,2021-06-18,17801462.0,85390996.0
Brazil,2021-06-19,17883750.0,86475842.0
Brazil,2021-06-20,17927928.0,86960570.0
Brazil,2021-06-21,17966831.0,88353063.0
Brazil,2021-06-22,18054653.0,90077011.0
Brazil,2021-06-23,18169881.0,91593968.0
Brazil,2021-06-24,18243483.0,92917274.0
Brazil,2021-06-27,18420598.0,96804664.0
Brazil,2021-06-28,18448402.0,96913929.0
British Virgin Islands,2021-05-21,0.0,15031.0
British Virgin Islands,2021-05-28,0.0,16302.0
British Virgin Islands,2021-06-11,0.0,19534.0
British Virgin Islands,2021-06-18,0.0,20278.0
British Virgin Islands,2021-06-25,0.0,21403.0
Brunei,2021-04-02,213.0,0.0
Brunei,2021-04-03,214.0,754.0
Brunei,2021-04-04,214.0,822.0
Brunei,2021-04-05,214.0,1214.0
Brunei,2021-04-06,214.0,2560.0
Brunei,2021-04-07,215.0,3194.0
Brunei,2021-04-08,216.0,4026.0
Brunei,2021-04-09,219.0,4341.0
Brunei,2021-04-10,219.0,5028.0
Brunei,2021-04-11,219.0,5145.0
Brunei,2021-04-12,219.0,6090.0
Brunei,2021-04-13,219.0,6638.0
Brunei,2021-04-14,219.0,6701.0
Brunei,2021-04-15,221.0,7503.0
Brunei,2021-04-16,221.0,7725.0
Brunei,2021-04-17,221.0,8454.0
Brunei,2021-04-19,221.0,9099.0
Brunei,2021-04-20,223.0,9861.0
Brunei,2021-04-21,223.0,10715.0
Brunei,2021-04-22,223.0,11506.0
Brunei,2021-04-24,223.0,12324.0
Brunei,2021-04-26,223.0,12947.0
Brunei,2021-04-27,223.0,13485.0
Brunei,2021-04-28,224.0,14126.0
Brunei,2021-04-29,224.0,14876.0
Brunei,2021-05-03,227.0,15905.0
Brunei,2021-05-04,228.0,16632.0
Brunei,2021-05-05,228.0,17776.0
Brunei,2021-05-06,228.0,19163.0
Brunei,2021-05-08,230.0,20990.0
Brunei,2021-05-09,230.0,21030.0
Brunei,2021-05-10,230.0,23188.0
Brunei,2021-05-11,230.0,25065.0
Brunei,2021-05-18,232.0,28051.0
Brunei,2021-05-21,235.0,33305.0
Brunei,2021-05-22,235.0,35946.0
Brunei,2021-05-23,235.0,35946.0
Brunei,2021-05-24,236.0,38964.0
Brunei,2021-05-25,236.0,42146.0
Brunei,2021-05-26,240.0,45802.0
Brunei,2021-05-27,241.0,49371.0
Brunei,2021-05-28,241.0,49425.0
Brunei,2021-05-29,241.0,52775.0
Brunei,2021-06-02,244.0,55085.0
Brunei,2021-06-07,244.0,58450.0
Brunei,2021-06-09,246.0,60156.0
Brunei,2021-06-10,248.0,61225.0
Brunei,2021-06-11,248.0,61289.0
Brunei,2021-06-13,248.0,62343.0
Brunei,2021-06-14,248.0,63486.0
Brunei,2021-06-17,250.0,65972.0
Brunei,2021-06-18,251.0,66038.0
Brunei,2021-06-19,251.0,66972.0
Brunei,2021-06-21,255.0,69877.0
Brunei,2021-06-26,259.0,76471.0
Bulgaria,2020-12-29,199491.0,1719.0
Bulgaria,2020-12-30,201220.0,4608.0
Bulgaria,2021-01-01,202540.0,4739.0
Bulgaria,2021-01-05,205390.0,5448.0
Bulgaria,2021-01-06,206392.0,7913.0
Bulgaria,2021-01-07,207259.0,11117.0
Bulgaria,2021-01-08,208012.0,13355.0
Bulgaria,2021-01-09,208406.0,13473.0
Bulgaria,2021-01-11,209131.0,14161.0
Bulgaria,2021-01-12,209881.0,15780.0
Bulgaria,2021-01-13,210416.0,17038.0
Bulgaria,2021-01-14,210951.0,17686.0
Bulgaria,2021-01-15,211503.0,18126.0
Bulgaria,2021-01-16,211736.0,18332.0
Bulgaria,2021-01-17,211813.0,18453.0
Bulgaria,2021-01-18,212383.0,19638.0
Bulgaria,2021-01-19,212927.0,22226.0
Bulgaria,2021-01-20,213409.0,24127.0
Bulgaria,2021-01-21,213864.0,25251.0
Bulgaria,2021-01-22,214430.0,26101.0
Bulgaria,2021-01-23,214696.0,26119.0
Bulgaria,2021-01-24,214817.0,26143.0
Bulgaria,2021-01-25,215589.0,26798.0
Bulgaria,2021-01-26,216416.0,29122.0
Bulgaria,2021-01-27,217014.0,32917.0
Bulgaria,2021-01-28,217574.0,37636.0
Bulgaria,2021-01-29,218269.0,40805.0
Bulgaria,2021-01-30,218618.0,41020.0
Bulgaria,2021-01-31,218748.0,41125.0
Bulgaria,2021-02-01,219580.0,42634.0
Bulgaria,2021-02-02,220547.0,45917.0
Bulgaria,2021-02-03,221266.0,50124.0
Bulgaria,2021-02-04,222149.0,54025.0
Bulgaria,2021-02-05,223059.0,56860.0
Bulgaria,2021-02-06,223552.0,57016.0
Bulgaria,2021-02-07,223734.0,57038.0
Bulgaria,2021-02-08,224849.0,58888.0
Bulgaria,2021-02-09,226061.0,62428.0
Bulgaria,2021-02-10,226974.0,66163.0
Bulgaria,2021-02-11,228044.0,71123.0
Bulgaria,2021-02-12,229010.0,74694.0
Bulgaria,2021-02-13,229516.0,75320.0
Bulgaria,2021-02-14,229679.0,75388.0
Bulgaria,2021-02-15,230747.0,77436.0
Bulgaria,2021-02-16,232096.0,81338.0
Bulgaria,2021-02-17,233342.0,85920.0
Bulgaria,2021-02-18,234428.0,90514.0
Bulgaria,2021-02-19,235891.0,104268.0
Bulgaria,2021-02-20,236439.0,108356.0
Bulgaria,2021-02-21,236666.0,119354.0
Bulgaria,2021-02-22,238591.0,131063.0
Bulgaria,2021-02-23,240391.0,148226.0
Bulgaria,2021-02-24,242124.0,168462.0
Bulgaria,2021-02-25,243946.0,188512.0
Bulgaria,2021-02-26,245627.0,204439.0
Bulgaria,2021-02-27,246706.0,209760.0
Bulgaria,2021-02-28,247038.0,212445.0
Bulgaria,2021-03-01,249626.0,223539.0
Bulgaria,2021-03-02,252029.0,243772.0
Bulgaria,2021-03-03,253183.0,248169.0
Bulgaria,2021-03-04,255381.0,268544.0
Bulgaria,2021-03-05,258385.0,284464.0
Bulgaria,2021-03-06,259811.0,287118.0
Bulgaria,2021-03-07,260308.0,288631.0
Bulgaria,2021-03-08,263303.0,294132.0
Bulgaria,2021-03-09,266805.0,302151.0
Bulgaria,2021-03-10,269579.0,309145.0
Bulgaria,2021-03-11,272700.0,324446.0
Bulgaria,2021-03-12,275859.0,336660.0
Bulgaria,2021-03-13,277878.0,337904.0
Bulgaria,2021-03-14,278557.0,338879.0
Bulgaria,2021-03-15,283194.0,341707.0
Bulgaria,2021-03-16,287568.0,345994.0
Bulgaria,2021-03-17,291769.0,350702.0
Bulgaria,2021-03-18,295777.0,356052.0
Bulgaria,2021-03-19,299939.0,362721.0
Bulgaria,2021-03-20,302480.0,366547.0
Bulgaria,2021-03-21,303423.0,368905.0
Bulgaria,2021-03-22,307890.0,376370.0
Bulgaria,2021-03-23,312741.0,388805.0
Bulgaria,2021-03-24,317116.0,401309.0
Bulgaria,2021-03-25,321104.0,415601.0
Bulgaria,2021-03-26,325233.0,430228.0
Bulgaria,2021-03-27,327770.0,434158.0
Bulgaria,2021-03-28,328753.0,436541.0
Bulgaria,2021-03-29,333250.0,445547.0
Bulgaria,2021-03-30,338426.0,458731.0
Bulgaria,2021-03-31,342633.0,472443.0
Bulgaria,2021-04-01,346327.0,486002.0
Bulgaria,2021-04-02,350340.0,498085.0
Bulgaria,2021-04-03,352259.0,502078.0
Bulgaria,2021-04-04,352999.0,503570.0
Bulgaria,2021-04-05,356859.0,510049.0
Bulgaria,2021-04-06,356859.0,519635.0
Bulgaria,2021-04-07,364419.0,533453.0
Bulgaria,2021-04-08,367376.0,552516.0
Bulgaria,2021-04-09,370179.0,567396.0
Bulgaria,2021-04-10,371531.0,571062.0
Bulgaria,2021-04-11,371993.0,572662.0
Bulgaria,2021-04-12,375115.0,579992.0
Bulgaria,2021-04-13,378059.0,590495.0
Bulgaria,2021-04-14,380576.0,605377.0
Bulgaria,2021-04-15,382761.0,620375.0
Bulgaria,2021-04-16,384887.0,634129.0
Bulgaria,2021-04-17,385963.0,637216.0
Bulgaria,2021-04-18,386381.0,638443.0
Bulgaria,2021-04-19,388815.0,645486.0
Bulgaria,2021-04-20,390911.0,657333.0
Bulgaria,2021-04-21,392913.0,676501.0
Bulgaria,2021-04-22,392913.0,698517.0
Bulgaria,2021-04-23,396302.0,716940.0
Bulgaria,2021-04-24,397100.0,721170.0
Bulgaria,2021-04-25,397500.0,723240.0
Bulgaria,2021-04-26,399259.0,734150.0
Bulgaria,2021-04-27,401109.0,750899.0
Bulgaria,2021-04-28,402491.0,776254.0
Bulgaria,2021-04-29,403728.0,803176.0
Bulgaria,2021-04-30,404380.0,815463.0
Bulgaria,2021-05-01,404846.0,821218.0
Bulgaria,2021-05-02,405194.0,824623.0
Bulgaria,2021-05-03,405825.0,833510.0
Bulgaria,2021-05-04,406192.0,844643.0
Bulgaria,2021-05-05,407827.0,877124.0
Bulgaria,2021-05-06,408372.0,884254.0
Bulgaria,2021-05-07,409495.0,922371.0
Bulgaria,2021-05-08,409961.0,932419.0
Bulgaria,2021-05-09,410202.0,938064.0
Bulgaria,2021-05-10,411280.0,963539.0
Bulgaria,2021-05-11,412157.0,999287.0
Bulgaria,2021-05-12,412814.0,1035763.0
Bulgaria,2021-05-13,413320.0,1073523.0
Bulgaria,2021-05-14,413838.0,1106760.0
Bulgaria,2021-05-15,414041.0,1113351.0
Bulgaria,2021-05-16,414192.0,1116741.0
Bulgaria,2021-05-17,414869.0,1134977.0
Bulgaria,2021-05-18,415326.0,1161048.0
Bulgaria,2021-05-19,415687.0,1191397.0
Bulgaria,2021-05-20,416055.0,1225601.0
Bulgaria,2021-05-21,416417.0,1250667.0
Bulgaria,2021-05-22,416565.0,1257015.0
Bulgaria,2021-05-23,416646.0,1260683.0
Bulgaria,2021-05-24,416727.0,1265855.0
Bulgaria,2021-05-25,417133.0,1282717.0
Bulgaria,2021-05-26,417526.0,1303575.0
Bulgaria,2021-05-27,417819.0,1321786.0
Bulgaria,2021-05-28,418106.0,1341130.0
Bulgaria,2021-05-29,418221.0,1348204.0
Bulgaria,2021-05-30,418274.0,1353249.0
Bulgaria,2021-05-31,418577.0,1365923.0
Bulgaria,2021-06-01,418813.0,1383971.0
Bulgaria,2021-06-02,419010.0,1405952.0
Bulgaria,2021-06-03,419180.0,1429105.0
Bulgaria,2021-06-04,419337.0,1450850.0
Bulgaria,2021-06-05,419426.0,1456841.0
Bulgaria,2021-06-06,419473.0,1464251.0
Bulgaria,2021-06-07,419681.0,1478774.0
Bulgaria,2021-06-08,419859.0,1500534.0
Bulgaria,2021-06-09,419990.0,1524541.0
Bulgaria,2021-06-10,420090.0,1548304.0
Bulgaria,2021-06-11,420213.0,1568793.0
Bulgaria,2021-06-12,420294.0,1573761.0
Bulgaria,2021-06-13,420336.0,1577024.0
Bulgaria,2021-06-14,420493.0,1586678.0
Bulgaria,2021-06-15,420654.0,1602136.0
Bulgaria,2021-06-16,420749.0,1619744.0
Bulgaria,2021-06-17,420859.0,1637956.0
Bulgaria,2021-06-18,420964.0,1653186.0
Bulgaria,2021-06-19,421005.0,1657042.0
Bulgaria,2021-06-20,421032.0,1660175.0
Bulgaria,2021-06-21,421152.0,1668677.0
Bulgaria,2021-06-22,421246.0,1681399.0
Bulgaria,2021-06-23,421339.0,1695298.0
Bulgaria,2021-06-24,421401.0,1709510.0
Bulgaria,2021-06-25,421487.0,1721790.0
Bulgaria,2021-06-26,421515.0,1724896.0
Bulgaria,2021-06-27,421531.0,1727616.0
Bulgaria,2021-06-28,421646.0,1735675.0
Burkina Faso,2021-06-02,13435.0,200.0
Burkina Faso,2021-06-10,13456.0,7881.0
Burkina Faso,2021-06-14,13459.0,17775.0
Burkina Faso,2021-06-28,13479.0,25833.0
Cambodia,2021-02-09,476.0,0.0
Cambodia,2021-02-10,478.0,339.0
Cambodia,2021-02-12,479.0,1492.0
Cambodia,2021-02-15,479.0,7091.0
Cambodia,2021-02-16,479.0,11016.0
Cambodia,2021-02-17,483.0,12167.0
Cambodia,2021-02-18,484.0,16612.0
Cambodia,2021-02-19,484.0,21660.0
Cambodia,2021-02-21,568.0,28134.0
Cambodia,2021-02-22,593.0,37379.0
Cambodia,2021-02-23,633.0,44505.0
Cambodia,2021-02-24,697.0,54350.0
Cambodia,2021-02-25,741.0,60270.0
Cambodia,2021-02-26,767.0,63825.0
Cambodia,2021-02-28,820.0,69777.0
Cambodia,2021-03-01,844.0,87069.0
Cambodia,2021-03-02,878.0,114283.0
Cambodia,2021-03-03,909.0,135543.0
Cambodia,2021-03-04,932.0,151231.0
Cambodia,2021-03-05,953.0,167773.0
Cambodia,2021-03-06,987.0,178910.0
Cambodia,2021-03-07,1011.0,185052.0
Cambodia,2021-03-08,1011.0,198636.0
Cambodia,2021-03-09,1124.0,221672.0
Cambodia,2021-03-10,1163.0,254090.0
Cambodia,2021-03-11,1225.0,284894.0
Cambodia,2021-03-12,1264.0,308173.0
Cambodia,2021-03-13,1305.0,327250.0
Cambodia,2021-03-14,1325.0,336900.0
Cambodia,2021-03-15,1325.0,346135.0
Cambodia,2021-03-16,1505.0,372685.0
Cambodia,2021-03-17,1541.0,402917.0
Cambodia,2021-03-19,1578.0,441640.0
Cambodia,2021-03-20,1578.0,456503.0
Cambodia,2021-03-21,1753.0,463872.0
Cambodia,2021-03-22,1788.0,475703.0
Cambodia,2021-03-23,1817.0,488990.0
Cambodia,2021-03-24,1872.0,505830.0
Cambodia,2021-03-25,1872.0,531619.0
Cambodia,2021-03-26,1968.0,557113.0
Cambodia,2021-03-27,2147.0,581186.0
Cambodia,2021-03-28,2233.0,595466.0
Cambodia,2021-03-29,2378.0,611651.0
Cambodia,2021-03-30,2440.0,627769.0
Cambodia,2021-03-31,2440.0,645765.0
Cambodia,2021-04-01,2477.0,671847.0
Cambodia,2021-04-02,2546.0,721181.0
Cambodia,2021-04-03,2689.0,777514.0
Cambodia,2021-04-04,2689.0,830031.0
Cambodia,2021-04-05,2752.0,886524.0
Cambodia,2021-04-06,2915.0,945715.0
Cambodia,2021-04-07,2915.0,1011649.0
Cambodia,2021-04-08,3028.0,1071260.0
Cambodia,2021-04-09,3604.0,1174035.0
Cambodia,2021-04-10,4081.0,1237988.0
Cambodia,2021-04-11,4515.0,1286585.0
Cambodia,2021-04-12,4515.0,1371536.0
Cambodia,2021-04-13,4696.0,1446457.0
Cambodia,2021-04-14,4874.0,1482123.0
Cambodia,2021-04-15,5218.0,1508813.0
Cambodia,2021-04-16,5480.0,1541896.0
Cambodia,2021-04-17,5771.0,1555438.0
Cambodia,2021-04-18,6389.0,1559128.0
Cambodia,2021-04-19,7013.0,1656026.0
Cambodia,2021-04-20,7444.0,1710932.0
Cambodia,2021-04-21,7747.0,1775364.0
Cambodia,2021-04-22,8193.0,1845972.0
Cambodia,2021-04-23,8848.0,1915966.0
Cambodia,2021-04-24,9359.0,1978548.0
Cambodia,2021-04-25,9975.0,2027968.0
Cambodia,2021-04-26,10555.0,2073616.0
Cambodia,2021-04-27,11063.0,2117564.0
Cambodia,2021-04-29,12641.0,2241102.0
Cambodia,2021-04-30,13402.0,2284788.0
Cambodia,2021-05-01,13790.0,2334709.0
Cambodia,2021-05-02,14520.0,2407503.0
Cambodia,2021-05-03,15361.0,2469822.0
Cambodia,2021-05-04,16299.0,2543234.0
Cambodia,2021-05-05,16971.0,2608983.0
Cambodia,2021-05-06,17621.0,2686691.0
Cambodia,2021-05-07,18179.0,2765622.0
Cambodia,2021-05-08,18717.0,2826589.0
Cambodia,2021-05-09,19237.0,2884922.0
Cambodia,2021-05-10,19743.0,2942768.0
Cambodia,2021-05-11,20223.0,3001566.0
Cambodia,2021-05-12,20695.0,3069337.0
Cambodia,2021-05-13,21141.0,3132686.0
Cambodia,2021-05-14,21499.0,3180915.0
Cambodia,2021-05-15,21834.0,3214835.0
Cambodia,2021-05-16,22184.0,3267516.0
Cambodia,2021-05-17,22544.0,3333079.0
Cambodia,2021-05-18,22889.0,3416265.0
Cambodia,2021-05-19,23282.0,3503884.0
Cambodia,2021-05-20,23697.0,3590729.0
Cambodia,2021-05-21,24157.0,3673639.0
Cambodia,2021-05-22,24645.0,3767116.0
Cambodia,2021-05-23,25205.0,3840027.0
Cambodia,2021-05-24,25761.0,3927869.0
Cambodia,2021-05-25,26329.0,4005373.0
Cambodia,2021-05-26,26989.0,4113384.0
Cambodia,2021-05-27,27638.0,4219733.0
Cambodia,2021-05-28,28237.0,4329034.0
Cambodia,2021-05-29,28825.0,4438196.0
Cambodia,2021-05-30,29404.0,4528839.0
Cambodia,2021-05-31,30094.0,4613562.0
Cambodia,2021-06-01,30710.0,4671201.0
Cambodia,2021-06-02,31460.0,4723944.0
Cambodia,2021-06-03,32189.0,4782587.0
Cambodia,2021-06-04,33075.0,4839260.0
Cambodia,2021-06-05,33613.0,4894315.0
Cambodia,2021-06-06,34244.0,4938642.0
Cambodia,2021-06-07,34833.0,4969942.0
Cambodia,2021-06-08,35511.0,5005581.0
Cambodia,2021-06-09,36240.0,5050186.0
Cambodia,2021-06-10,36666.0,5128310.0
Cambodia,2021-06-11,37321.0,5223954.0
Cambodia,2021-06-12,37959.0,5325094.0
Cambodia,2021-06-13,38427.0,5428433.0
Cambodia,2021-06-14,38969.0,5537538.0
Cambodia,2021-06-15,39464.0,5667915.0
Cambodia,2021-06-16,40157.0,5762050.0
Cambodia,2021-06-17,40782.0,5839250.0
Cambodia,2021-06-18,41581.0,5924894.0
Cambodia,2021-06-19,42052.0,6012998.0
Cambodia,2021-06-20,42711.0,6098584.0
Cambodia,2021-06-21,43446.0,6171269.0
Cambodia,2021-06-22,44124.0,6275739.0
Cambodia,2021-06-23,44711.0,6378584.0
Cambodia,2021-06-24,45366.0,6478528.0
Cambodia,2021-06-25,46065.0,6616277.0
Cambodia,2021-06-26,46810.0,6729736.0
Cambodia,2021-06-27,47649.0,6836447.0
Cambodia,2021-06-28,48532.0,6957895.0
Cameroon,2021-04-11,61731.0,0.0
Cameroon,2021-04-12,61731.0,400.0
Cameroon,2021-04-29,72250.0,11000.0
Cameroon,2021-05-12,74946.0,44391.0
Cameroon,2021-05-18,77429.0,47488.0
Cameroon,2021-05-21,77733.0,50106.0
Cameroon,2021-05-24,77733.0,57008.0
Cameroon,2021-05-26,77982.0,64829.0
Cameroon,2021-05-31,78929.0,75215.0
Cameroon,2021-06-08,79904.0,80445.0
Cameroon,2021-06-10,79904.0,86451.0
Cameroon,2021-06-14,80090.0,89180.0
Cameroon,2021-06-20,80328.0,97245.0
Cameroon,2021-06-24,80487.0,102400.0
Cameroon,2021-06-28,80487.0,110324.0
Canada,2020-12-14,472820.0,5.0
Canada,2020-12-15,479064.0,723.0
Canada,2020-12-16,485576.0,3023.0
Canada,2020-12-17,492582.0,7202.0
Canada,2020-12-18,499282.0,11174.0
Canada,2020-12-19,505741.0,11894.0
Canada,2020-12-20,511748.0,12738.0
Canada,2020-12-21,519325.0,20866.0
Canada,2020-12-22,525585.0,26603.0
Canada,2020-12-23,532506.0,35089.0
Canada,2020-12-24,539190.0,45398.0
Canada,2020-12-25,540939.0,45398.0
Canada,2020-12-26,544053.0,48417.0
Canada,2020-12-27,554153.0,52280.0
Canada,2020-12-28,560618.0,59449.0
Canada,2020-12-29,568807.0,70463.0
Canada,2020-12-30,577266.0,84142.0
Canada,2020-12-31,584409.0,97582.0
Canada,2021-01-01,585400.0,103790.0
Canada,2021-01-02,589935.0,108732.0
Canada,2021-01-03,606076.0,114034.0
Canada,2021-01-04,616134.0,137735.0
Canada,2021-01-05,623384.0,155197.0
